"Sr No","Blood Bank Name",State,District,City,Address,Pincode,Latitude,Longitude
1498,"Pimpari Serological Institute Blood Bank",Maharashtra,PUNE,Pune,"Esteem Tower, opposite K.S.B. Pump, Pune-Mumbai Highway, Kharalwadi, Pimpari ",411018,18.6243,73.8079
1499,"Chakan Blood Bank",Maharashtra,PUNE,Pune,"Sr. No. 4976/1/2 Gate No. 2401, Yashwantnagar Ambethan Road. A/P Chakan, Khed, Pune ",410501,18.7623,73.8609
1500,"R.G Gholap Memorial Blood Bank",Maharashtra,PUNE,Pune,"Office No. 301, 3rd Floor Ashoka Centre, S. No - 47/14, Satara Road, Parvati, Pune",411009,18.4872,73.8571
1501,"Kranti Mitra Mandal Charitable Trust Blood Bank",Maharashtra,PUNE,Pune,"1st Floor PMT Buiding Gadital, Hadapsar, Pune ",411028,18.5011,73.9391
1502,"Krantiveer Chapekar Bandhu Blood Bank",Maharashtra,PUNE,Pune,"Pimpri Chinchwad Mahanagar Palika Talera Hospital, Tanaji Nagar Chinchwad, Pune  ",411033,18.6257,73.7847
1503,"The New Century Medical & Education Foundation Trust - NCORD Blood Bank & Aphaeresis Centre",Maharashtra,PUNE,Pune,"NCORD Blood Bank and Aphaeresis centre, S. No. 241/2/1, Geet Ganga Building, Medipoint Hospital Lane, Baner, Pune",411007,18.5648,73.801
1504,"Ekta Apang Vikas Sanstha Blood Bank",Maharashtra,PUNE,Pune,"Office No. 17/18/19, 1st Floor, Sunshree Woods Commercial Complex, NIBM, Kondhwa, Haveli, Pune",411028,18.4773,73.903
1505,"Chattrapati Shahu Maharaj Pratisthan",Maharashtra,PUNE,Pune,"S.No. 30, 4th floor, office no. 41, 402, 403, and 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune",411030,18.4665,73.8577
1506,"Chattrapati Shahu Maharaj Pratisthan Blood Bank",Maharashtra,PUNE,Pune,"S. No. 30, 4th Floor, Office No. 41, 402, 403, and 5th Floor off 502, Waris Heights, Pune - Satara Road, Dhankwadi, Pune",411030,18.4662,73.8576
1507,"M/s. Vidyashree Charitable Trusts Om Blood Bank",Maharashtra,PUNE,Pune,Pune,0,0,0
1508,"District Civil Surgeon Blood Bank",Maharashtra,RAIGAD,Alibag,"District Hospital Blood Bank, Civil Hospital Campus, Sea Face Road, Alibag  ",402201,18.6408,72.8717
1509,"Kakasaheb Chitle Memorial Centre Sanchalit - Jankalyan Blood Bank",Maharashtra,RAIGAD,Mahad,"C.S. No. 1651, Near Lokmanya Vyayamshala, Shiwaji Chowk, Mahad, Raigad",402301,18.0827,73.4227
1510,"M.B. More Foundation Blood Bank",Maharashtra,RAIGAD,Mangaon,"Ghar. No. 412, 1st Floor, Mangaon, Morba Road, Opposite to Civil Hospital, Mangaon, Raigad
",431002,19.0671,73.0664
1511,"Advanced Centre for Treatment Reasearch and Education in Cancer",Maharashtra,RAIGAD,"Navi Mumbai","Owe Village, Sector 22, Plot No. 2, Kharghar, Navi Mumbai ",410208,19.065,73.0645
1512,"M/s. Navi Mumbai Blood Bank",Maharashtra,RAIGAD,"Navi Mumbai","Navi Mumbai Blood Bank, Vishwanath Bhavan, C-87, Sector 12, Kharghar, Navi Mumbai",410,19.034,73.0295
1513,"Shree Sai Blood Bank & Component",Maharashtra,RAIGAD,Panvel,"103,104,105,1st Floor Tirthraj Building, Old Thana Naka Road, Near Taluka Police Station,  Old Panvel, Raigad",410206,18.994,73.1066
1514,"Rotary Club New Panvel charitable Trust s Late Dr. B.V. Limaye Blood Bank",Maharashtra,RAIGAD,Raigad,"Plot No-8, Sect.1, Khanda Colony, Mumbai Pune Road, New Panvel (W) ",410206,19.0082,73.1083
1515,"Civil Surgeon - General Hospital Blood Bank",Maharashtra,RATNAGIRI,Ratnagiri,"Civil Hospital, Ratnagiri",415612,16.9891,73.2989
1516,"Shree Swami Samarth Blood Bank",Maharashtra,RATNAGIRI,Ratnagiri,"B.K.L.Walwalkar Hospital Diagnostic & Research Centre, Shree Kshetra Darvan, Chiplun, Ratnagiri",415606,17.3999,73.5474
1517,"Indian Red Cross Society Blood Bank",Maharashtra,RATNAGIRI,Ratnagiri,"Khareghat Road, Ratnagiri",415612,17.019,73.299
1518,"Indian Red Cross Blood Bank",Maharashtra,RATNAGIRI,Ratnagiri,Ratnagiri,0,0,0
1519,"Prakash Blood Bank & Blood Component Seperation Unit",Maharashtra,SANGLI,,"Prakash Shikshan Mandal&#39;s Prakash Hospital & Research Centre, Islampur Sangli Road, Uran - Islampur, Tal -Walwa, Dist- Sangli (Ms)
",415409,0,0
1520,"Padmabhushan Vasantdada Patil Government Hospital Blood Bank",Maharashtra,SANGLI,Sangli,"Padmabhushan Vasantdada Patil Government Hospital , Blood Bank, Dr. Ambedkar Road, Sangli .                                         
",416416,16.8526,74.5747
1521,"Rajaram Bapu Blood Bank",Maharashtra,SANGLI,Sangli,"Islampur C.S. No. 99/1, Near Islampur Spiral CT-Scan,
Peth-Sangli Road
",415409,17.0484,74.2511
1522,"Vasantdada Patil Blood Bank and Haematology Research Centre",Maharashtra,SANGLI,Sangli,"AIP - Miraj, Mirasaheb Shopping Complex,  Opposite to City Police Station, Miraj, Sangli",416410,16.8213,74.6495
1523,"Miraj Medical Centre - Wanless Hospital Blood Bank",Maharashtra,SANGLI,Sangli,"Wanless Hospital Blood Bank, Medical Centre, Miraj",416410,16.8321,74.6455
1524,"Jeevan Rekha Charitable Trust Blood Bank",Maharashtra,SANGLI,Sangli,"H. No. 329/E, Ward No. 5, 1st Floor, Umrani Road, A/p-jath, Sangli
",416416,17.0493,75.2048
1525,"Smt. Anila Kantilal Kothari Blood Bank & Department of Hemato Oncology",Maharashtra,SANGLI,Sangli,"Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli - Miraj Road, Miraj",416410,16.8339,74.6354
1526,"Bharati Vidyapeeth University Medical college And Hospital Blood Bank",Maharashtra,SANGLI,Sangli,"A/p Wanlesswadi, Miraj 
",416414,16.8417,74.618
1527,"Hindratna Prakashbapu Patil Blood Bank",Maharashtra,SANGLI,Sangli,"2nd Floor, Siddhivinayak Commercial Complex Guest House, Miraj Road, Near Tata Petrol Pump, Sangli
",416416,16.8537,74.5801
1528,"Miraj Serological Institute Blood Bank",Maharashtra,SANGLI,Sangli,"S. No.795/A1, Dr. Bhalchandra Patil Hospital,  Zaribag Budhgaonkar Mala, Near Gulabrao Patil Medical College, Miraj 
",416410,16.8289,74.6394
1529,"Akshay Blood Bank",Maharashtra,SANGLI,Sangli,"Plot No. 1/7, Near Anand Nursing Home, 2nd Floor, Miraj Sangli Road,  Sangli",416410,16.838,74.6518
1530,"Indian Red Cross Society Blood Bank - Shirgaonkar Blood Bank",Maharashtra,SANGLI,Sangli,"Opposite to Civil Hospital, Plot No. 49, City Survey No.601/7, Sangli",416416,16.8537,74.5751
1531,"Shree Basaveshwar Manav Vikas Gramin Sevabhavi Sanstha Blood Bank",Maharashtra,SANGLI,Sangli,"Arihant Galaxy, 1st Floor, C.S. NO- 1599, Opposite to Civil Hospital, Garpir Road, Sangli
",416416,16.8424,74.6199
1532,"Azad Panchi Group Charitable Trust Blood Bank",Maharashtra,SANGLI,Sangli,"Near Civil Hospital, Ganesh Nagar, 1st Lane, S. No. 1682, Sangli
",416416,16.8445,74.5729
1533,"S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad",Maharashtra,SATARA,Satara,"Plot No. 290/91, Budhwar Peth Station Road, Karad, Satara",415110,17.288,74.1862
1534,"Civil Surgeon - Sarva Samanya Hospital Blood Bank",Maharashtra,SATARA,Satara,"Bazar Road, Satara",415001,17.6913,74.0094
1535,"Phaltan Medical Foundation Blood Bank",Maharashtra,SATARA,Satara,"C.T.S. No. 5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor Phaltan, Satara",415523,17.9923,74.4254
1536,"Krishna Hospital and Medical Research Centre Blood Bank Karad",Maharashtra,SATARA,Satara,"Poona Bangalore (NH 4) Highway, Near Debhewadi Road, Karad, Satara",415110,17.2851,74.1857
1537,"Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit",Maharashtra,SATARA,Satara,"Shree Chatrapati Shivaji Education Societys, Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,  Vita Road, Vidyagiri, Mayani, Satatra",415102,17.4312,74.5494
1538,"M/s. K. N. Gujar Blood Bank",Maharashtra,SATARA,Satara,"M/s K.N. Gujar Blood Bank, F. P. No. 21, 203/A/6, 1st Floor, K.N. Gujar Hospital, Shanivar Peth, Near S.T. Bus Stand, Karad, Satara",415110,17.2783,74.1837
1539,"M/s. Balaji Blood Bank",Maharashtra,SATARA,Satara,"M/s. MA. NA. Shri R.R. (AABA) Patil Shikshan Sheti Sanshodhan Aani Vikas Sansthas  Balaji Blood Bank, C.S.No - 467/8 A 1b/45, Jaldhara Building 2nd Floor, Sadar Bazar, Satara - 415002
",415002,17.6951,74.0107
1540,"Akshay Blood Bank",Maharashtra,SATARA,Satara,"Akshay Medical Trust, Akshay Blood Bank, 506/22, Sadar Bazar, Near State Bank, Opposite to Nirmal Hotel, Satara",415002,17.672,74.0211
1541,"Mauli Blood Bank Satara",Maharashtra,SATARA,Satara,"529/b,  Parasnis Colony, Near Hotel Monark, Powai Naka Sadar Bazar, Satara ",415001,17.6861,74.008
1542,"Yashwantrao Chavan Blood Bank",Maharashtra,SATARA,Satara,"Phase 5, Super Market, 1st Floor Hall No. 2/1 Final Plot No. 432,433, Shaniwar Peth, Karad  ",415110,17.2758,74.1818
1543,"Civil Surgeon - General Hospital Blood Bank",Maharashtra,SINDHUDURG,Sindhudurga,"Sindhudurg Oros, At Post - Oros, Kudal, Sindhudurga (Oros)",416812,16.1202,73.6896
1544,"Cottage Hospital Blood Bank, Sawantwadi",Maharashtra,SINDHUDURG,Sindhudurga,"Sub -District Cottage Hospital, Blood Bank, Sawantwadi, 
C-Sindhudurg",416510,15.9028,73.8235
1545,"Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank",Maharashtra,SOLAPUR,Solapur,"B-Block Ground Floor, Shri. Chatrapati Shivaji Maharaj Sarvopchar Hospital, Solapur, Maharashtra",413003,17.659,75.9128
1546,"Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank",Maharashtra,SOLAPUR,Solapur,"Ashok Chowk, 896/97, Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor, Solapur",413006,17.6599,75.9064
1547,"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur",Maharashtra,SOLAPUR,Solapur,"1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur",413001,17.6639,75.9008
1548,"Solapur Blood Bank",Maharashtra,SOLAPUR,Solapur,"136, Railway Line, Near Railway Station, Near Atthar Hospital, Anjani Chembers,  Solapur",413001,17.6599,75.9064
1549,"IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank",Maharashtra,SOLAPUR,Solapur,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur",413101,17.6602,75.9064
1550,"Akshay Blood Bank",Maharashtra,SOLAPUR,Solapur,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur ",413003,17.6696,75.9151
1551,"M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank",Maharashtra,SOLAPUR,Solapur,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, 
Tal.South Solapur. Dist. Solapur ",413006,17.6448,75.9862
1552,"Athar Minorities Social and Welfare Associations - Athar Blood Bank",Maharashtra,SOLAPUR,Solapur,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur",413002,17.6767,75.9102
1553,"Indian Red Cross Soceity - Shriman Rambhai Shah Blood Bank",Maharashtra,SOLAPUR,Solapur,"Jawaharlal Hospital Compound, Shivaji Road, Barsi, Somwarpeth, Solapur",413401,17.6611,0
1554,"Indian Red Cross Society - Smt. Gopabai Damani Blood Bank",Maharashtra,SOLAPUR,Solapur,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur ",413001,17.6601,75.9064
1555,"Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank",Maharashtra,SOLAPUR,Solapur,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur",413304,17.5629,75.2656
1556,"SIDDHESHWAR BLOOD BANK",Maharashtra,SOLAPUR,Solapur,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur ",413003,17.6721,75.9048
1557,"M/s Shrikamal Shikshan Prasarak Krida - Kala & Krushivikas Bahu Uddeshiya Samajsevi Mandals Sanjeevani Blood Bank",Maharashtra,SOLAPUR,Solapur,Solapur,0,0,0
1558,"Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank",Maharashtra,THANE,,"Basement Puspadev Appartment, Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli ",0,0,0
1559,"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank",Maharashtra,THANE,Nerul,"Nerul, Thane",0,0,0
1560,"Tarapur Atomic Power Station Hospital Blood Bank",Maharashtra,THANE,Palghar,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar ",401504,19.8131,72.7435
1561,"Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank",Maharashtra,THANE,Thane,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601
",400601,19.1991,72.9781
1562,"Central Hospital Blood Bank",Maharashtra,THANE,Thane,"Ulhasnagar, Central Hospital, Nehru Chowk Road, Ulhasnagar",421003,19.2296,73.1651
1563,"JVP Blood Bank and Transfusion Centre Blood Bank",Maharashtra,THANE,Thane,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai",400705,19.0723,73.0007
1564,"Sankalp Blood Bank",Maharashtra,THANE,Thane,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W)",421301,19.2411,73.1468
1565,"Jupiter Hospital Blood Bank",Maharashtra,THANE,Thane,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W)  ",400601,19.2096,72.9724
1566,"Plasma Diagnostic Lab and Blood Bank",Maharashtra,THANE,Thane,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E)",421201,19.2158,73.0962
1567,"Vaidhya Blood Bank",Maharashtra,THANE,Thane,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W)",400602,19.1879,72.9672
1568,"Mahatma Gandhi Mission Medical College and Hospital Blood Bank",Maharashtra,THANE,Thane,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai",410209,19.0032,73.1184
1569,"Navjeevan Blood Bank",Maharashtra,THANE,Thane,"Gokhale Road, Naupada, Near Dr.Mhaskar&#39;s Hospital, Thane (W)",400602,19.1877,72.9679
1570,"Sarla Blood Bank",Maharashtra,THANE,Thane,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W)",401202,19.2557,72.8656
1571,"Tssia Blood Bank",Maharashtra,THANE,Thane,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W) ",400604,19.1948,72.9529
1572,"Katiya Charitable Trusts Bhiwandi Blood Bank",Maharashtra,THANE,Thane,"271, Second Floor, Al-Hera Complex, Teen Batti Bhiwandi, Thane",421302,19.2909,0
1573,"Kai Wamanrao Oak Blood Bank",Maharashtra,THANE,Thane,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane",400602,19.1865,72.9755
1574,"Blood Line Blood Bank",Maharashtra,THANE,Thane,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W) ",421302,19.2008,72.975
1575,"Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank",Maharashtra,THANE,Thane,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W) ",421301,19.2444,73.1225
1576,"Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank",Maharashtra,THANE,Thane,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane ",0,19.2084,72.8477
1577,"Sanjeevan Blood Bank ",Maharashtra,THANE,Thane,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai ",400705,19.1568,72.9978
1578,"Vijayee Blood Bank",Maharashtra,THANE,Thane,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W) ",401202,19.3587,72.8118
1579,"Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank",Maharashtra,THANE,Thane,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",401107,19.2742,72.8612
1580,"Maharashtra Blood Bank, Component and Apheresis Centre",Maharashtra,THANE,Thane,"C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane ",401404,19.6929,72.7726
1581,"Chidanand Charitable Trust Dombivali Blood Bank",Maharashtra,THANE,Thane,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East) ",421201,19.2126,73.0889
1582,"Seva Blood Bank",Maharashtra,THANE,Thane,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali ",421201,19.2157,73.0916
1583,"Chhatrapati Shivaji Maharaj Hospital Blood Bank",Maharashtra,THANE,Thane,"Thane Belapur Road, Kalwa, Thane",400605,19.1923,72.9867
1584,"Navi Mumbai Municipal Corporation Blood Bank",Maharashtra,THANE,Thane,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai",400705,19.0828,72.996
1585,"Lokmanya TSSIA Blood Bank Thane",Maharashtra,THANE,Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",400604,19.1915,72.9517
1586,"M/s. Sadgurus Charitable Blood Bank",Maharashtra,THANE,Thane,Thane,0,0,0
1587,"M/s. Triumph Foundations Triumph Blood Bank",Maharashtra,THANE,Thane,Thane,0,0,0
1588,"Terna Blood Bank ",Maharashtra,THANE,Thane,Thane,0,0,0
1589,"District - Civil Surgeon, General Hospital Blood Bank Wardha",Maharashtra,WARDHA,Wardha,"New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",442001,20.7378,78.6032
1590,"Kasturba Health Society Blood Bank",Maharashtra,WARDHA,Wardha,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",442102,20.7393,78.6609
1591,"Jawaharlal Nehru Medical College Blood Bank",Maharashtra,WARDHA,Wardha,"Savangi (Meghe), Paloti Road, Wardha",442004,20.7158,78.5756
1592,"Civil Surgeon, General Hospital Blood Bank Washim",Maharashtra,WASHIM,Washim,"General Hospital Blood Bank, Near Akola Naka,  Washim ",444505,20.1226,77.1279
1593,"Sau Kantadevi Dale Blood Bank",Maharashtra,WASHIM,Washim,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim ",444505,20.1054,77.1431
1594,"Shri Vasantrao Naik Blood Bank ",Maharashtra,YAVATMAL,Yavatmal,"Government Medical College and Hospital, Yavatmal",445001,20.3952,78.1187
1595,"Laxmi Blood Bank",Maharashtra,YAVATMAL,Yavatmal,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",445204,19.9066,77.5677
1596,"Satyashanti Blood Bank",Maharashtra,YAVATMAL,Yavatmal,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",445204,19.9108,77.57
1597,"Aishwarya Blood Bank",Maharashtra,YAVATMAL,Yavatmal,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal",445001,20.3893,78.1185
1598,"Shri Gajanan Blood Bank And Components",Maharashtra,YAVATMAL,Yavatmal,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s) ",444001,20.4183,78.1295
1599,"Ekneel Blood Bank",Maharashtra,YAVATMAL,Yavatmal,"Near City Centre, Datta Chowk",445001,20.3893,78.1185
1600,"District Hospital Blood Bank ",Manipur,CHURACHANDPUR,"Churachandpur ","Churachandpur District Hospital, IB Road, Hiangtam Lamka",795128,24.3434,93.6929
1601,"JNIMS Hospital Blood Bank and Transfusion Unit ",Manipur,"IMPHAL EAST",Porompat,"JNIMS Hospital, 
Ryang Palli Road, Near TV Road
Porompat, Imphal East",795005,24.8112,93.9617
1602,"Model Blood Bank - Department of IHBT",Manipur,"IMPHAL WEST",Imphal,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal",795004,24.8159,93.9228
1603,"Shija Blood Bank and Transfusion Services   ",Manipur,"IMPHAL WEST",Imphal,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal",795004,24.8358,93.9142
1604,"District Hospital Blood Bank and Transfusion Unit",Manipur,THOUBAL,Thoubal,"District Hospital, Khangbok, Maning Leikai, Manipur",795138,24.625,94.013
1605,"Military Hospital Blood Bank",Meghalaya,"EAST KHASI HILLS",Shillong,"Military Hospital, Rilbong, Shillong",793004,25.5716,91.8731
1606,"Nazareth Hospital Blood Bank ",Meghalaya,"EAST KHASI HILLS","Shillong ","Nazareth Hospital, Laitumkhrah, Shillong ",793003,25.5713,91.8979
1607," Regional Blood Bank, East Khasi Hills - Pasteur Institute",Meghalaya,"EAST KHASI HILLS",Shillong,"Pasteur Institute, Pasteur Hill, Lawmali",793001,25.5836,91.8841
1608,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank",Meghalaya,"EAST KHASI HILLS",Shillong,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences , Mawdiangdiang, Shillong",793018,25.5915,91.9404
1609,"Dr. H. Gordon Roberts Hospital Blood Bank",Meghalaya,"EAST KHASI HILLS",Shillong,"Jaiaw, Shillong                               ",793002,25.5848,91.8753
1610,"Tura Civil Hospital Blood Bank",Meghalaya,"WEST GARO HILLS",Tura,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station
",794001,25.5148,90.2035
1611,"Jowai Civil Hospital Blood Bank   ",Meghalaya,"WEST JAINTIA HILLS",Jowai,"Jowai Civil Hospital, Durlong
Opp. Lower Primary School Panaliar,
Panaliar Towai",793150,25.4385,92.1993
1612,"Civil Hospital Blood Bank Aizawl",Mizoram,AIZAWL,Aizawl,"Block -B , Civil Hospital,
Near Millenium Centre,Aizawl
",796001,23.7323,92.7166
1613,"Synod Hospital Blood Bank Durtlang",Mizoram,AIZAWL,Aizawl,"Blood Bank, Synod Hospital, Durtlang",796025,23.7727,92.7313
1614,"District Hospital Blood Bank Champhai",Mizoram,CHAMPHAI,Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai",796321,23.4811,93.3097
1615,"District Hospital Blood Bank Kolasib",Mizoram,KOLASIB,Kolasib,"Blood Bank, District Hospital, Kolasib
Venglai, Kolasib, Hospital Road",796081,24.2314,92.6768
1616,"District Hospital Blood Bank Lawngtlai",Mizoram,LAWNGTLAI,Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai",796891,22.5367,92.8882
1617,"Civil Hospital Blood Bank",Mizoram,LUNGLEI,Lunglei,"Civil Hospital, Chanmari-2 Lunglei",796701,22.8864,92.7441
1618,"Christian Hospital Blood Bank Serkawn",Mizoram,LUNGLEI,Serkawn,"Christian Hospital, Serkawn",796891,22.9069,92.7584
1619,"District Hospital Blood Bank Mamit",Mizoram,MAMIT,Mamit,"Blood Bank, District Hospital,Lungsir, Mamit",796441,23.9094,92.4949
1620,"Civil Hospital Blood Bank Saiha",Mizoram,SAIHA,Saiha,"District Hospital, New Saiha West, Saiha",796901,22.4884,92.9827
1621,"J N Hospital Blood Bank,Serchhip",Mizoram,SERCHHIP,Serchhip,"Blood Bank, District Hospital, Serchhip",796181,23.3079,92.8564
1622,"District Hospital Blood Bank",Nagaland,DIMAPUR,Dimapur,"District Hospital Colony, Dimapur",797112,25.9051,93.7316
1623,"Military Hospital Blood Bank",Nagaland,DIMAPUR,Dimapur,"Army Supply Road, Signal Bosti, Dimapur",797112,0,0
