"Sr No","Blood Bank Name",Apheresis,"Service Time","Blood Component Available"
2507,"Rama Medical College and Research Centre Blood Bank ",YES,24x7,YES
2508,"Narinder Mohan Hospital and Heart Centre",YES,24x7,YES
2509,"District Hospital Blood Bank",NO,"8 AM to 7 PM",NO
2510,"District Hospital Blood Bank",,N/A,
2511,"S.M. Medicare Private Limited",NO,"24 Hours",NO
2512,"City Blood Bank",NO,24x7,YES
2513,"Air Force Hospital Blood Bank",,N/A,
2514,"District Hospital Blood Bank",,N/A,
2515,"Nehru Hospital and B.R.D. Medical College",,N/A,
2516,"Guru Shri Gorakhnath Chikitsalaya Blood Bank",YES,24x7,YES
2517,"Fatima Hospital Blood Bank",NO,24x7,NO
2518,"Savitri Blood Bank and Component Centre",NO,"12 AM to 7 PM",YES
2519,"Shree Lakhan Sewa Kailashi Chairitable Blood Bank",2,,YES
2520,"District Hospital Blood Bank",,24x7,
2521,"Saraswathi Institute of Medical Science",NO,N/A,YES
2522,"G S Medical College & Hospital  Blood Bank",2,,YES
2523,"District Hospital Blood Bank",,N/A,
2524,"Bagla Combined District Hospital Blood Bank",,N/A,
2525,"Government Medical College and Hospital Blood Bank",,24x7,
2526,"District Hospital Blood Bank",,24x7,
2527,"M/s Isha Hospital Blood Bank",,N/A,
2528,"Krishna Hart Care & Maternity Home",NO,,NO
2529,"Sant Diagnostic Centre and Blood Bank",NO,24x7,NO
2530,"MLB Medical College and Hospital",NO,24x7,YES
2531,"District Hospital Blood Bank",,24x7,NO
2532,"St. Judes Hospital Blood Bank",NO,"24 X 7",NO
2533,"Life Line Blood Bank, Military Hospital",,24x7,
2534,"Gaurav Diagnostic Center and Blood Bank",,24x7,
2535,"Nirmal Hospital Blood Bank",,N/A,
2536,"Parakh Voluntary Blood Bank ",YES,24x7,YES
2537,"Combined District Hospital Blood Bank",NO,12x7,NO
2538,"B.S.D.B.A. Government Medical College and Hospital",NO,24x7,YES
2539,"Combined District Hospital (M) Blood Bank",,24x7,NO
2540,"Mariampur Hospital and Blood Bank",NO,24x7,NO
2541,"Life Line Blood Bank",,"8AM to 7PM",NO
2542,"Regency Hospital Limited",NO,"24 hr",YES
2543,"GSVM Medical College Blood Bank",YES,24x7,YES
2544,"Sanjeevani Blood Bank",,24x7,NO
2545,"Sneh Pathology X-ray and Blood Bank",,24x7,YES
2546,"UHM, District Hospital",,24x7,YES
2547,"Air Force Hospital",,24x7,
2548,"CLM Hospital and Blood Bank",,24x7,
2549,"Sai Blood Bank",,N/A,
2550,"Rama Medical College Hospital and Research Centre",NO,24x7,YES
2551,"LPS Institute of Cardiology",,24x7,
2552,"Tulsi Hospital Limited",,24x7,
2553,"Krishna Super Speciality Hospital ",NO,24x7,YES
2554,"Mayanjali Charitable Blood Bank ",NO,,YES
2555,"Madhulok Hospital",NO,,NO
2556,"SPM Hospital Research and Trauma Centre Blood Bank",NO,24x7,YES
2557,"District Hospital",,N/A,
2558,"Combined District Hospital",,N/A,
2559,"Joint District Hospital",,N/A,
2560,"District Hospital",,N/A,
2561,"District Hospital",,N/A,
2562,"Dr. Shankuntala Misra Blood Bank",NO,,NO
2563,"Career Institute of Medical Sciences and Hospital Blood Bank ",,N/A,
2564,"Indira Diagnostic and Blood Bank Limited",,N/A,
2565,"Sanjay Gandhi Post-Graduate Institute (SGPGI)",YES,N/A,YES
2566,"Sh. Chattrapati Shivaji Maharaj Chikitsalaya University",,N/A,
2567,"Balrampur Hospital Blood Bank",,24x7,
2568,"Command Hospital Blood Bank",,24x7,
2569,"Dr. Shyama Prasad Mukharjee Civil Hospital",,24x7,
2570,"Vivekanand Polyclinic and Institute of Medical Sciences",,24x7,
2571,"Kohli Blood Bank and Components Private limited",,24x7,
2572,"Eras Medical College and Hospital Blood Bank",,24x7,
2573,"Shekhar Hospital Private Limited Blood Bank",YES,N/A,YES
2574,"Nidan Diagnostic Centre and Blood Bank",,"12AM to 7PM",
2575,"Dr Ram Manohar Lohia Institute of Medical Sciences",,24x7,
2576,"St. Joseph Hospital Blood Bank",,"8AM to 4PM",YES
2577,"B.N.K. Hospital Blood Bank",NO,"24 Hours",NO
2578,"Lucknow Nursing Home Association Blood Bank",NO,24x7,YES
2579,"Sahara Hospital Blood Bank",YES,24x7,YES
2580,"Divine Heart Hospital and Research Centre Blood Bank",,N/A,
2581,"Nova Hospital Limited",,24x7,
2582,"Fatima Hospital Blood bank",NO,24x7,NO
2583,"Dr O P Choudhery Hospital Blood Bank",,24x7,
2584,"Integral Institute of Medical Sciences and Research Blood Bank",,24x7,
2585,"Medison Hospital Private Limited Blood Bank",YES,24x7,YES
2586,"Fehmina Hospital and Blood Bank",YES,24x7,YES
2587,"GCRG Memorial Hospital & Charitable Blood Bank",NO,,NO
2588,"M.C. Saxena College of Medical Sciences Charitable Blood Bank",NO,,NO
2589,"Charak Hospital and Research Center Blood Bank",NO,,NO
2590,"Prasad Institute Of Medical Sciences",2,,YES
2591,"Combined District Hospital",,N/A,
2592,"District Hospital",,N/A,
2593,"District Hospital Blood Bank",,24x7,
2594,"Agrawal Life Line Hospital and Trauma Centre Blood Bank",,24x7,
2595,"K.D. Medical College Hospital & Research Centre Blood Bank",NO,,NO
2596,"District Hospital Blood Bank",,24x7,
2597,"Sadbhawna Charitable Blood Bank",YES,24x7,YES
2598,"Rotary Blood Bank, Rotary Point",NO,,NO
2599,"Nayati Blood Bank",2,,YES
2600,"Krishna Mohan Hosp",NO,,NO
2601,"Ramakrishna Mission Sevashrama ",,N/A,
2602,"Fatima Hospital Blood Bank",NO,24x7,NO
2603,"Combined District Hospital",,N/A,
2604,"Kailashi Super Speciality Hospital",,,YES
2605,"Military Hospital",,24x7,
2606,"Lokpriya Hospital Blood Bank",YES,24x7,YES
2607,"SVBP Hospital Blood Bank",,N/A,
2608,"P.L. Sharma Hospital Blood Bank",,24x7,
2609,"Subharti Hospital Blood Bank",YES,24x7,YES
2610,"Sanjeevani Blood Bank",,24x7,
2611,"Kamana Hospital and Research Centre",,24x7,
2612,"Anand Hospital Blood Bank",,24x7,
2613,"Jaswant Rai Specialty Hospital Blood Bank",,N/A,
2614,"Vadhava Blood Bank ",,24x7,
2615,"Krilashi Super Specialty Hospital Blood Bank",,,
2616,"Radha Govind Hospital Blood Bank",2,,NO
2617,"SDS Global Super Speciality Hospital",2,,YES
2618,"District Hospital Blood Bank",,24X7,
2619,"Pt. Deen Dayal Upadhaya Combined District Hospital",,24x7,
2620,"Venkateshwara Institute of Medical Sciences ",,24x7,
2621,"Asian Vivekanand Super Specialty Hospital Blood Bank",,24x7,
2622,"Dr. Chaturvedi Central Blood Bank",,24x7,
2623,"Sri Sai Hospital and Blood Bank",YES,24x7,YES
2624,"Teerthankar Mahaveer Hospital and Research Centre",,24x7,
2625,"Cosmos Hospital, Multi Speciality and Trauma Centre",YES,24x7,YES
2626,"District Hospital Blood Bank",,24x7,
2627,"Sahu Rameshwar Saran Kothiwal Hospital & Heart Care Centre (Blood Bank)",2,,YES
2628,"IMA Blood Bank (Run by Indian Medical Association)",,24x7,
2629,"S.D. Medical Institute and Research Centre Blood Bank ",,24x7,
2630,"District Hospital Blood Bank",,24x7,
2631,"Muzaffarnagar Medical College and Hospital",YES,24x7,YES
2632,"District Hospital",,24x7,
2633,"Jeevan Rekha Charitable Blood Bank",,N/A,
2634,"District Hospital Blood Bank",,N/A,
2635,"District Hospital Blood Bank",NO,N/A,NO
2636,"District Hospital Blood Bank",,N/A,
2637,"Maulana Mohamad Ali Johar Hospital",,24x7,
2638,"Tarawati Nursing Home Private Limited Blood Bank",,"12am to 7pm",NO
2639,"SBD, District Hospital",,"12am to 7pm",
2640,"Lions Club City Lion, Blood Bank",,N/A,
2641,"Glocal Medical College, Super Specialty Hospital & Research Centre Blood Bank",2,,YES
2642,"Shaikh-Ul-Hind Maulana Mahamood Hasan Medical College",2,,NO
2643,"B S Hospital & Heart Centre Blood Bank",NO,,NO
2644,"Dr. Sachin Saxena Charitable Blood  Bank",2,,YES
2645,"District Hospital Blood Bank",,N/A,
2646,"Jeevandeep Hospital Blood Bank & Componant Center",2,,YES
2647,"Jeevan Deep Hospital Private Limited Blood Bank",,,
2648,"Maharaja Chet Singh District Hospital",,N/A,
2649,"District Hospital Blood Bank",,N/A,
2650,"Swami Vivekanand Charitable Blood Bank",NO,24x7,NO
2651,"Dr. B.N. Behl Memorial Hospital Blood Bank",,N/A,
2652,"Rohilkhand Hospital Blood Bank",2,,YES
2653,"Shamli Charitable Blood Bank",NO,24x7,YES
2654,"Amba Charitable Blood Bank",2,,YES
2655,"District Combined Hospital Blood Bank",,24x7,
2656,"District Hospital",,N/A,N/A
2657,"Hind Institute of Medical Sciences Blood Bank",,,
2658,"District Hospital",,N/A,
2659,"BCM Hospital Blood Bank",NO,24x7,NO
2660,"Hind Blood Bank And Component Center",NO,24*7,YES
2661,"Hindalco Hospital Blood Bank",NO,N/A,NO
2662,"District Joint Hospital",,N/A,
2663,"Sanjay Gandhi Hospital Blood Bank",NO,24x7,YES
2664,"District Hospital Blood Bank",,N/A,
2665,"F.I&#39;S Maulana Ali Main Institute Of Medical Sciences Blood Bank",2,,NO
2666,"District Hospital Blood Bank",,N/A,
2667,"Saraswati Blood Bank",NO,,NO
2668,"Popular Medicare Limited Hospital Blood Bank ",2,,YES
2669,"Banaras Heart Hospital Component Blood Bank",YES,24x7,YES
2670,"Shri Shiv Prasad Gupta Mandliya Zilla Chikitsalaya",,N/A,
2671,"Heritage Hospital",NO,24x7,NO
2672,"Lions Vishal Blood Bank (Indian Medical Association)",,24x7,YES
2673,"Sir Sunderlal Hospital Blood Bank",,24x7,YES
2674,"Santushti Hospital Private Limited Blood Bank",,24x7,
2675,"Apex Hospital Component Blood Bank ",,N/A,
2676,"Pt. Deen Dayal Upadhayay Government Hospital",,24x7,
2677,"Heritage Institute of Medical Sciences Blood Bank ",NO,24x7,NO
2678,"AIIMS Rishikesh",,,
2679,"District Hospital ",NO,24x7,NO
2680,"Govind Singh Mahra Government Hospital Blood Bank",NO,24x7,NO
2681,"Gopeshwar (Chamoli) District Hospital Blood Bank",NO,24x7,NO
2682,"Doon Hospital, District Hospital Blood Bank ",,24x7,YES
2683,"IMA Blood Bank of Uttarakhand",YES,24x7,YES
2684,"Max Super Speciality Hospital Blood Bank",NO,24x7,YES
2685,"Sainik (Military Hospital) Hospital Blood Bank",NO,N/A,NO
2686,"Shri Mahant Indiresh Hospital Blood Bank",,24x7,YES
2687,"Himalayan Institute Trust Blood Bank",NO,24x7,YES
2688,"SPS Government Hospital Blood Bank",,24x7,NO
2689," AIIMS Rishikesh",NO,24*7,YES
2690,"HMG District Hospital Blood Bank Haridwar",NO,24x7,NO
2691,"Ramakrishna Mission Sevashrana Blood Bank",,N/A,NO
2692,"BHEL Hospital Blood Bank ",,24x7,NO
2693,"Government Combined Hospital Blood Bank Roorkee",,24x7,NO
2694,"Sainik Hospital Blood Bank",,24x7,NO
2695,"Dr. Susheela Tiwari Memorial Hospital Blood Bank",,24x7,YES
2696,"Soban Singh Jeena Base Hospital (SSJ) Blood Bank",,24x7,NO
2697,"Government Combined Hospital Blood Bank",,24x7,NO
2698,"District Hospital Blood Bank",,N/A,NO
2699,"H.N. Bahuguna Government Base Hospital Blood Bank",NO,24x7,YES
2700,"B.D. Pandey District Hospital Blood Bank",,24x7,NO
2701,"B.D. Pandey (P) Hospital Blood Bank",,24x7,NO
2702,"L.D. Bhatt Governmentt Hospital Kashipur",,16x6,YES
2703,"Jeevan Rekha Hospital Blood Bank",,24x7,YES
2704,"Chamunda Hospital Blood Bank ",NO,24x7,NO
2705,"Jawahar Lal Nehru District Hospital (JLN ) Blood Bank",,24x7,NO
2706,"Uttarkashi District Hospital Blood Bank",,16x6,NO
2707,"Barasat District Hospital Blood Bank",NO,24x7,NO
2708,"Base Hospital Blood Bank Barrackpore",NO,24x7,NO
2709,"Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank",NO,24x7,NO
2710,"S.D. Hospital Blood Bank Basirhat",NO,24x7,NO
2711,"Bongaon S.D. Hospital Blood Bank (Dr. J.R. Dhar)",NO,24x7,NO
2712,"Canning Sub Divisional Hospital Blood Bank",NO,24x7,NO
2713,"Diamond Harbour Hospital Blood Bank",NO,24x7,NO
2714,"Baruipur Sub-Divisional Hospital Blood Bank",NO,24x7,NO
2715,"Bankura Sammilani Medical College and Hospital Blood Bank",NO,24x7,YES
2716,"Little Heart Childrens Hospital Private Limited Blood Bank",NO,24x7,
2717,"Bishnupur S.D. Hospital Blood Bank ",NO,24x7,NO
2718,"Khatra SD Hospital Blood Bank",NO,24x7,NO
2719,"Asansol District Hospital Blood Bank ",NO,24x7,NO
2720,"ECL Central Hospital Kalla Blood Bank ",NO,24x7,NO
2721,"Divisional Railway Hospital Blood Bank Asansol",NO,24x7,NO
2722,"Kasturba Gandhi Hospital Blood Bank",NO,24x7,NO
2723,"Rashmi Blood bank",NO,24x7,NO
2724,"Burdwan Medical College and Hospital Blood Bank",NO,24x7,YES
2725,"Burnpur Hospital SAIL-ISP Blood Bank",NO,24x7,NO
2726,"Sanctoria Hospital Blood Bank",NO,24x7,NO
2727,"Bidhannagar Sub-Divisional Hospital Blood Bank ",NO,24x7,NO
2728,"Durgapur Steel Plant Hospital Blood Bank",NO,24x7,NO
2729,"The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited)",YES,24x7,YES
2730,"Vivekananda Hospital Private Limited Blood bank",NO,24x7,YES
2731,"IQ City Narayana Multispeciality Hospital Blood Bank",NO,24x7,YES
2732,"Kalna Sub Divisional Hospital Blood Bank ",NO,24x7,NO
2733,"Hemraj Blood Bank, Katwa S.D. Hospital",NO,24x7,NO
2734,"Life Line Blood Bank",NO,24x7,NO
2735,"Rampurhat S.D. Hospital Blood Bank",NO,24x7,NO
2736,"Bolpur Sub Divisional Hospital Blood Bank",,24x7,NO
2737,"Suri Sadar District Hospital Blood Bank",NO,24x7,NO
2738,"Cooch Behar Municipality Hospital Blood Bank",NO,24x7,NO
2739,"M.J.N Hospital Blood Bank",NO,24x7,NO
2740,"St. John Ambulance Association, Cooch Berar District Centre",NO,24x7,
2741,"Balurghat District Hospital Blood Bank",,24x7,NO
2742,"Base Hospital and Blood Bank",,24x7,
2743,"Darjeeling District Hospital Blood Bank ",NO,24x7,NO
2744,"S.D. Hospital Blood Bank Siliguri",NO,24x7,NO
2745,"Kalimpong Sub Divisional Hospital Blood Bank ",,24x7,YES
2746,"Kurseong Sub Divisional Hospital Blood Bank ",,24x7,NO
2747,"North Bengal Medical College Hospital Blood Bank",,24x7,YES
2748,"North Bengal Voluntary Blood Bank and Research Centre",,24x7,
2749,"Siliguri Terai Lions Charitable Trust Blood Bank ",,24x7,YES
2750,"Paul P. Harris, Siliguri Rotary Blood Bank",,24x7,YES
2751,"Arambagh Sub Divisional Hospital Blood Bank ",,24x7,NO
2752,"Imambara Sadar Hospital Blood Bank",NO,24x7,NO
2753,"Chandannagar Sub Divisional Hospital Blood Bank ",,24x7,NO
2754,"Walsh Hospital  Blood Bank",,"9am to 4pm (for all), 24X7( for own Hospital on-call service)",NO
2755,"Sanjiban Hospital Blood Bank",NO,24x7,YES
2756,"Howrah Orthopaedic Hospital Blood Bank",,24x7,
2757,"Howrah District Hospital Blood Bank",,24x7,NO
2758,"Uluberia Sub-Divisional Hospital Blood Bank ",NO,24x7,NO
2759,"Blood Bank, 164, Millitary Hospital",NO,24x7,NO
2760,"Air Force Hospital Blood Bank",,24x7,
2761,"Alipurduar Sub Divisional Hospital Blood Bank ",,24x7,NO
2762,"Jalpaiguri Sub Divisonal Hospital Blood Bank",,24x7,NO
2763,"B.M. Birla Heart Research Centre Blood Bank",NO,24x7,YES
2764,"B.R. Singh Hospital Blood Bank",,24x7,NO
2765,"Belle Vue Clinic Blood Bank",,24x7,YES
2766,"Bhoruka Research Centre for Haematology and Blood Transfusion",,24x7,YES
2767,"Peerless Hospital and Research Center Limited Blood Bank",,24x7,YES
2768,"Mission of Mercy Hospital and Research Centre Blood Bank",NO,24x7,YES
2769,"Apollo Gleneagles Hospital Limited Blood Bank",,24x7,YES
2770,"Barasat Cancer Research and Welfare Centre Blood Bank",,24x7,NO
2771,"Central Hospital Blood Bank",,24x7,
2772,"Command Hospital (EC) Blood Bank",,24x7,
2773,"Chittaranjan National Cancer Institute Blood Bank",,24x7,NO
2774,"Calcutta National Medical College Hospital Blood Bank",,24x7,YES
2775,"Indian Association of Blood Cancer and Allied Diseases",,24x7,YES
2776,"Institute of Blood Transfusion Medicine and Immunohaematology",,24x7,YES
2777,"ESI Hospital, Maniktala Blood Bank",YES,24x7,YES
2778,"Lions District 322B1 Blood Bank",NO,12x7,YES
2779,"Calcutta Medical College Hospital Blood Bank",YES,24x7,YES
2780,"Marwari Relief Society Blood Bank",NO,24x7,YES
2781,"Life Care Medical Complex Private Limited Blood Bank",NO,24x7,YES
2782,"N.R.S. Medical College and Hospital Blood Bank",YES,24x7,YES
2783,"M.R. Bangur Hospital Blood Bank",NO,24x7,NO
2784,"Peoples Blood Bank",,24x7,
2785,"Blood Bank Ramkrishna Mission Seva Prathisthan",NO,24x7,YES
2786,"R.G. Kar Medical College and Hospital Blood Bank",,24x7,YES
2787,"S.S.K.M Hospital Blood Bank",NO,24x7,YES
2788,"Woodland Multispeciality Hospital Limited Blood Bank",NO,24x7,YES
2789,"Saroj Gupta Cancer Centre and Research Institute Blood Bank",YES,24x7,YES
2790,"The Haemophilia Society Calcutta Chapter Blood Bank",,24x7,YES
2791,"KPC Medical College and Hospital",,24x7,
2792,"Health Point - A Multispeciality Hospital Blood Bank",NO,24x7,YES
2793,"Ashok Laboratory, Centre for Transfusion, Medicine and Clinical Research",,24x7,YES
2794,"Blood Bank, ESIC Hospital and ODC (E.Z.)",NO,"Mon-Fri: 9am-4pm, Sat-9am-1pm,",YES
2795,"Cord Life Sciences India Private Limited Blood Bank",,24x7,
2796,"Fortis Hospitals Limited Blood Bank",NO,24x7,YES
2797,"Tata Medical Centre Trust Blood Bank",,24x7,YES
2798,"Institute of Child Health Blood Bank",,24x7,
2799,"Medica Super Specialty Hospital Blood Bank",,24x7,YES
2800,"College of Medicine and Sagore Dutta Hospital Blood Bank",,24x7,NO
2801,"AMRI Hospital Ltd Blood Banks",2,,NO
2802,"Malda Medical College & Hospital Blood bank",,24x7,YES
2803,"Contai Sub Divisional Hospital Blood Bank",,24x7,NO
2804,"Haldia Sub Divisional Hospital Blood Bank",NO,24x7,NO
2805,"Dr. Bidhan Chandra Roy Hospital Blood Bank, Haldia (A Unit of ICARE)  ",NO,24x7,YES
2806,"Purba Medinipur District Hospital Blood bank",,24x7,NO
2807,"Ghatal Sub Divisonal Hospital Blood Bank ",,24x7,NO
2808,"Jhargram Blood Bank",,24x7,NO
2809,"Kharagpur Sub Divsional Hospital Blood Bank ",,24x7,NO
2810,"South Eastern Railway Main Hospital Blood Bank, Kharagpur",,24x7,NO
2811,"Midnapur Medical College and Hospital Blood Bank",,24x7,YES
2812,"S.D. Hospital Blood Bank Jangipur",NO,"9 AM TO 4 PM,  SATURDAY- 9 AM TO 2 PM, SUNDAY- CLOSED, FOR INDOOR PATIENT - 24X7",NO
2813,"S.D. Hospital Blood Bank Kandi",,24x7,NO
2814,"S.D. Hospital,Lalbagh",NO,"9 a.m. to 4 p.m. (Except VBD Camp dates))",NO
2815,"Baharampur District Hospital Blood Bank",NO,24x7,NO
2816,"Gandhi Memorial Hospital Blood Bank",,24x7,NO
2817,"Nadia District Hospital Blood Bank Krishnanagar (Saktinagar)",,24x7,
2818,"S.D. Hospital Blood Bank  Ranaghat ",,24x7,NO
2819,"Jawaharlal Nehru Memorial Hospital Blood Bank",,24x7,
2820,"Nabadwip SGH Blood Bank",,24x7,
2821,"Deben Mahato (Sadar) Hospital Blood Bank",,24x7,
2822,"Sub Divisional Hospital Blood Bank Islampur",,24x7,NO
2823,"Raiganj Blood Bank, Uttar Dinajpur Raiganj District Hospital",,24x7,NO
